,epid,name,link,price,rating,num_ratings,watcher,shipping,free_return,open_box,pre_owned,refurbished,benefits_charity,last_one,sold,early_sold,later_sold
2834,,"HP Desktop Computer 16GB RAM 2TB HD 512GB SSD QUAD CORE i5 WINDOWS 10 PC 22"" LCD",https://www.ebay.com/itm/HP-Desktop-Computer-16GB-RAM-2TB-HD-512GB-SSD-QUAD-CORE-i5-WINDOWS-10-PC-22-LCD/254230577757?hash=item3b3152c25d:g:SkcAAOSwm~1doKV-,139.95,,0,0,0,0,0,0,1,0,0,404,398,404
2835,,"Renkforce IM-IKB110-BL-BK USB keyboard touchpad, industrial, dust & splash proof",https://www.ebay.com/itm/Renkforce-IM-IKB110-BL-BK-USB-keyboard-touchpad-industrial-dust-splash-proof/124071928966?hash=item1ce3436486:g:S5QAAOSwrL9eOawK,79.99,,0,0,0,1,1,0,0,0,0,0,0,0
2836,,Taptek Thinnest Wireless Mac Mechanical Keyboard,https://www.ebay.com/itm/Taptek-Thinnest-Wireless-Mac-Mechanical-Keyboard/273949046699?hash=item3fc8a2b7ab:g:KZAAAOSwFwBdQB9t,132.22,,0,55,18.88,0,0,0,0,0,0,23,23,23
2837,,HP KU-9963 USB Keyboard Black for Computer 395157-001 (404561-001),https://www.ebay.com/itm/HP-KU-9963-USB-Keyboard-Black-for-Computer-395157-001-404561-001/223740166909?hash=item3417f402fd:g:KPoAAOSwP8ldxNUv,5.95,,0,0,20,0,0,1,0,0,0,0,0,0
2838,,NBM Logic Keyboard B1130093,https://www.ebay.com/itm/NBM-Logic-Keyboard-B1130093/292494258634?hash=item441a0431ca:g:POoAAOSwnVZas7bb,32.99,,0,0,22,1,0,1,0,0,0,0,0,0
2839,2224319312,HP Keyboard,https://www.ebay.com/itm/HP-Keyboard/303139454447?epid=2224319312&hash=item469484fdef:g:F1YAAOSw04Zcx9j3,49.86,,0,0,0,1,0,0,0,0,0,1,1,1
2842,,Asus kb73211 wired keyboard,https://www.ebay.com/itm/Asus-kb73211-wired-keyboard/193560441541?hash=item2d1119f2c5:g:WqMAAOSwuSZe0pQc,0.99,,0,0,15.39,0,0,1,0,0,0,0,0,0
2844,,HP MODEL SK-2026 SLIM WIRED KEYBOARD AND MOUSE Preowned,https://www.ebay.com/itm/HP-MODEL-SK-2026-SLIM-WIRED-KEYBOARD-AND-MOUSE-Preowned/254575973351?hash=item3b45e913e7:g:BaQAAOSwQURen3Ei,14.99,,0,0,11.19,0,0,1,0,0,0,0,0,0
2845,,H18+ 2.4GHz Wireless Keyboard Full Touchpad Backlight With TouchPad A0U2,https://www.ebay.com/itm/H18-2-4GHz-Wireless-Keyboard-Full-Touchpad-Backlight-With-TouchPad-A0U2/264320604456?hash=item3d8abc5928:g:2fEAAOSwDPlc2NkA,21.39,,0,0,0,0,0,0,0,0,0,3,3,3
2846,,Projection keyboard Portable for Iphone Android Smart Phone Ipad Tablet PC Noteb,https://www.ebay.com/itm/Projection-keyboard-Portable-for-Iphone-Android-Smart-Phone-Ipad-Tablet-PC-Noteb/273810766785?hash=item3fc064bbc1:g:lusAAOSwNXpct0vh,25.9,,0,0,0,0,0,0,0,0,0,2,2,2
2847,,"RGB Gaming Keyboard and Colorful Mouse Combo,USB Wired LED Backlight Gaming Mous",https://www.ebay.com/itm/RGB-Gaming-Keyboard-and-Colorful-Mouse-Combo-USB-Wired-LED-Backlight-Gaming-Mous/313137836826?hash=item48e878331a:g:RfsAAOSwpbxfAjd6,42.8,,0,0,0,1,0,0,0,0,0,0,0,0
2848,,PALMREST With KEYBOARD 7W4K6 FOR DELL INSPIRON 11 3147 3148 US,https://www.ebay.com/itm/PALMREST-With-KEYBOARD-7W4K6-FOR-DELL-INSPIRON-11-3147-3148-US/333519878982?hash=item4da7557b46:g:BM0AAOSwaSheTOLH,52.33,,0,0,0,1,1,0,0,0,0,2,2,2
2849,,CyberPowerPC Multimedia Gaming Keyboard,https://www.ebay.com/itm/CyberPowerPC-Multimedia-Gaming-Keyboard/192951079989?hash=item2cecc7d435:g:dEIAAOSwwENdBCH0,13,,0,0,23.15,0,1,0,0,0,0,0,0,0
2850,,NEW KEYBOARD FOR DELL INSPIRON 15-5000 5758 5559 5566 7559 G7P48 490.00H07.0A01,https://www.ebay.com/itm/NEW-KEYBOARD-FOR-DELL-INSPIRON-15-5000-5758-5559-5566-7559-G7P48-490-00H07-0A01/254012461371?hash=item3b2452913b:g:tOIAAOSwESRcBODO,22.9,,0,0,0,1,0,0,0,0,0,46,46,46
2851,2237057149,OEM Lenovo Keyboard 45N2141 45N2071 45N2036 45N2106 04W2753,https://www.ebay.com/itm/OEM-Lenovo-Keyboard-45N2141-45N2071-45N2036-45N2106-04W2753/261823855014?epid=2237057149&hash=item3cf5eaf9a6:g:EUoAAOSweW5VEhNh,24,4.5,13,0,3.5,0,0,0,1,0,0,287,287,287
2853,,Compaq Genuine Keyboard Model 5137 Black No Missing Keys,https://www.ebay.com/itm/Compaq-Genuine-Keyboard-Model-5137-Black-No-Missing-Keys/124177175790?hash=item1ce98954ee:g:LJIAAOSwS4VesbZf,7.99,,0,0,9.6,0,0,1,0,0,0,0,0,0
2854,,Colorful Crack LED Illuminated Backlit USB Wired PC Rainbow Gaming Keyboard New,https://www.ebay.com/itm/Colorful-Crack-LED-Illuminated-Backlit-USB-Wired-PC-Rainbow-Gaming-Keyboard-New/383558297981?hash=item594ddb297d:g:7L4AAOSwemdejtg-,20.69,,0,0,0,0,0,0,0,0,0,1,1,1
2856,,SEJIN ELECTRON INC SWK-3000WS Keyboard Brand New Comes with Batteries,https://www.ebay.com/itm/SEJIN-ELECTRON-INC-SWK-3000WS-Keyboard-Brand-New-Comes-with-Batteries/264386116955?hash=item3d8ea3fd5b:g:KsgAAOSwr~9dHNDV,23.99,,0,0,0,0,0,1,0,0,0,0,0,0
2857,,USB Wired Gaming Keyboard and Mouse Set RGB Backlight for Laptop Computer PC,https://www.ebay.com/itm/USB-Wired-Gaming-Keyboard-and-Mouse-Set-RGB-Backlight-for-Laptop-Computer-PC/392853740340?hash=item5b77e85b34:g:0LYAAOSwh-Je9x~U,22.98,,0,3,0,0,0,0,0,0,0,4,4,4
2858,,Bluetooth keyboard ,https://www.ebay.com/itm/Bluetooth-keyboard/173082008625?hash=item284c7ddc31:g:M9kAAOSw2LZaUgwj,20,,0,0,8.4,0,0,0,0,0,0,0,0,0
2859,2297328707,VTech KidiJamz Keyboard Green Recording Studio DJ Brand New,https://www.ebay.com/itm/VTech-KidiJamz-Keyboard-Green-Recording-Studio-DJ-Brand-New/114259042728?epid=2297328707&hash=item1a9a5ea1a8:g:ckYAAOSw-bReh~fH,79.99,,0,4,45.67,1,0,0,0,0,0,5,4,5
2860,,Advantage Led Backlit Gaming Keyboard New,https://www.ebay.com/itm/Advantage-Led-Backlit-Gaming-Keyboard-New/223925534218?hash=item3423007e0a:g:eMIAAOSw6INeUsg5,14.99,,0,0,15.39,0,0,0,0,0,0,0,0,0
2861,,CyberPowerPC Wired Gaming Keyboard Missing the S Key,https://www.ebay.com/itm/CyberPowerPC-Wired-Gaming-Keyboard-Missing-the-S-Key/202953152189?hash=item2f40f356bd:g:dCoAAOSwQJ1ehLAd,15.82,,0,0,0,0,0,1,0,0,0,0,0,0
2862,,New Dell N6R8G USB Wired 104-Key Multimedia Desktop Keyboard KB216-BK-US,https://www.ebay.com/itm/New-Dell-N6R8G-USB-Wired-104-Key-Multimedia-Desktop-Keyboard-KB216-BK-US/274371320374?hash=item3fe1ce1a36:g:BrIAAOSw~y5exSby,15,,0,0,0,0,0,0,0,0,0,1,1,1
2863,,"HP EliteBook 840 G1,850 G1 Laptop Keyboard backlit NSK-CP3BV 9Z.N9JBV.301",https://www.ebay.com/itm/HP-EliteBook-840-G1-850-G1-Laptop-Keyboard-backlit-NSK-CP3BV-9Z-N9JBV-301/264766922608?hash=item3da5569f70:g:NHEAAOSwUI5eXR1u,24.99,,0,0,16.17,0,0,0,0,0,0,11,10,11
2864,,Keyboard For Lenovo Thinkpad E531 L540 W540 T540P E540 W550 W541 04Y2652 0C45217,https://www.ebay.com/itm/Keyboard-For-Lenovo-Thinkpad-E531-L540-W540-T540P-E540-W550-W541-04Y2652-0C45217/312893310956?hash=item48d9e507ec:g:jNgAAOSwwSpe7F-4,37.99,,0,0,0,1,0,0,0,0,0,95,94,95
2866,,JETech Bluetooth Keyboard With Manual,https://www.ebay.com/itm/JETech-Bluetooth-Keyboard-With-Manual/313131208825?hash=item48e8131079:g:9nkAAOSwghpe-jrW,19.99,,0,0,8.25,0,0,1,0,0,0,0,0,0
2867,,"Keyboard 61-note Gig Bag Piano Case Padded with 6mm Cotton - 39'' x 16"" x 6""",https://www.ebay.com/itm/Keyboard-61-note-Gig-Bag-Piano-Case-Padded-with-6mm-Cotton-39-x-16-x-6/392688593771?hash=item5b6e106b6b:g:IQEAAOSwwgVeSL~Z,49.95,,0,0,0,0,0,0,0,0,0,194,192,194
2868,710152381,Dell Wireless Keyboard and Mouse KM636 - White,https://www.ebay.com/itm/Dell-Wireless-Keyboard-and-Mouse-KM636-White/224031490329?epid=710152381&hash=item3429514119:g:f6EAAOSwFIVe1XbS,49.99,4.5,101,0,0,1,0,0,0,0,0,3,3,3
2869,,HP Keyboard Model 5187 PS/2 Wired Keyboard,https://www.ebay.com/itm/HP-Keyboard-Model-5187-PS-2-Wired-Keyboard/392298991916?hash=item5b56d7912c:g:4aUAAOSwyJhc4Kkb,13,,0,0,20,0,0,1,0,0,0,0,0,0
2870,,NEW ADESSO FULL SIZED FLEX KEYBOARD USB ,https://www.ebay.com/itm/NEW-ADESSO-FULL-SIZED-FLEX-KEYBOARD-USB/224060394922?hash=item342b0a4daa:g:MxkAAOSw6Wle9~wC,36.99,,0,0,0,0,0,0,0,0,0,0,0,0
2871,, Mechanical Keyboard Backlit Rainbow Wired Gaming Keyboard-104 Keys ,https://www.ebay.com/itm/Mechanical-Keyboard-Backlit-Rainbow-Wired-Gaming-Keyboard-104-Keys/332690614460?hash=item4d75e7e8bc:g:S5kAAOSwEu9bKBvY,99.99,,0,0,0,0,1,0,0,0,0,0,0,0
2872,,Tech2 Wired Gaming Keyboard (Multi-Color),https://www.ebay.com/itm/Tech2-Wired-Gaming-Keyboard-Multi-Color/312869076343?hash=item48d8733d77:g:MMIAAOSwqUld43GT,20,,0,0,11.75,0,0,0,0,0,0,0,0,0
2873,,Multimedia Keyboard,https://www.ebay.com/itm/Multimedia-Keyboard/383072149066?hash=item5930e11e4a:g:1DkAAOSwzoZdO4Xa,24,,0,0,0,0,0,0,0,0,0,0,0,0
2874,17020067635,Verbatim Slimline Keyboard Wired wi/ USB Accessibility Mac & PC Compatible Black,https://www.ebay.com/itm/Verbatim-Slimline-Keyboard-Wired-wi-USB-Accessibility-Mac-PC-Compatible-Black/174325432716?epid=17020067635&hash=item28969b018c:g:h9kAAOSwu7de8J5k,19.89,5,16,0,0,1,0,0,0,0,1,2,2,2
2875,,Logitech Keyboard ,https://www.ebay.com/itm/Logitech-Keyboard/322681362191?hash=item4b214ed70f:g:2qUAAOSwtS1ZoLAv,9,,0,0,10.89,0,0,1,0,0,0,0,0,0
2876,,Wireless keyboard,https://www.ebay.com/itm/Wireless-keyboard/313087803409?hash=item48e57cc011:g:-LQAAOSwc-NexDpp,9,,0,0,9.6,0,1,0,0,0,0,0,0,0
2878,,Vintage  CKB keyboard  model no. CKB-RT10,https://www.ebay.com/itm/Vintage-CKB-keyboard-model-no-CKB-RT10/254405054693?hash=item3b3bb910e5:g:X3EAAOSwScJbFw14,100,,0,0,13.1,0,0,1,0,0,0,0,0,0
2879,,Genuine Samsung AA-SK4PWUB PC Computer Wireless Keyboard ONLY NO Receiver~Black,https://www.ebay.com/itm/Genuine-Samsung-AA-SK4PWUB-PC-Computer-Wireless-Keyboard-ONLY-NO-Receiver-Black/163940636272?hash=item262b9f9670:g:19MAAOSwqR5dycMY,29.98,,0,0,0,1,0,1,0,0,0,0,0,0
2880,,CYBERPOWER Multimedia Gaming Keyboard And Mouse,https://www.ebay.com/itm/CYBERPOWER-Multimedia-Gaming-Keyboard-And-Mouse/143651270867?hash=item21724870d3:g:Q8wAAOSw7yZfA-UB,15,,0,0,20,0,1,0,0,0,0,0,0,0
2881,1925559641,"Aten CL1000M Sledeaway MasterView Max 17"" KVM Monitor Keyboard 1U Console",https://www.ebay.com/itm/Aten-CL1000M-Sledeaway-MasterView-Max-17-KVM-Monitor-Keyboard-1U-Console/363038821325?epid=1925559641&hash=item5486cccbcd:g:lAwAAOSwVOle~38c,69.99,,0,0,56.64,1,0,1,0,0,0,4,4,4
2882,,Universal Stainless Steel Bluetooth Keyboard with Charging Cable OPEN BOX,https://www.ebay.com/itm/Universal-Stainless-Steel-Bluetooth-Keyboard-with-Charging-Cable-OPEN-BOX/383616951403?hash=item59515a246b:g:Wc4AAOSwagte~4yX,19.9,,0,0,9.9,1,1,0,0,0,0,0,0,0
2883,,Keytools BIG KEYS LX ABC Upper Case White on Black Keyboard USB,https://www.ebay.com/itm/Keytools-BIG-KEYS-LX-ABC-Upper-Case-White-on-Black-Keyboard-USB/283907327756?hash=item421a32070c:g:rS0AAOSwgOJe3qFd,75,,0,0,21.1,0,0,1,0,0,0,0,0,0
2884,,G160 New USB Gaming Keyboard Wired Black 3 Color Backlight Waterproof Membrane,https://www.ebay.com/itm/G160-New-USB-Gaming-Keyboard-Wired-Black-3-Color-Backlight-Waterproof-Membrane/141957208040?hash=item210d4f17e8:g:LyMAAOSwz2lXDSUH:sc:USPSPriority!94061!US!-1,29.95,,0,0,0,1,0,0,0,0,0,1,1,1
2885,,Logitech Create Backlit Keyboard Case with Smar Connector ,https://www.ebay.com/itm/Logitech-Create-Backlit-Keyboard-Case-with-Smar-Connector/263076250958?hash=item3d4091054e:g:2IQAAOSwWJhZXy9S,70,,0,0,6.5,0,0,1,0,0,0,0,0,0
2886,,New US Backlit Keyboard for HP Probook 430 G5 440 G5 445 G5 Series L21584-001,https://www.ebay.com/itm/New-US-Backlit-Keyboard-for-HP-Probook-430-G5-440-G5-445-G5-Series-L21584-001/303319870381?hash=item469f45ebad:g:c6kAAOSwOYZdourX:sc:USPSFirstClass!94061!US!-1,19.89,,0,0,0,1,0,0,0,0,0,28,27,28
2887,74119020,Digital Research PS/2 Programmable Keyboard 20 Hotkeys DRKEY124 w/Palmrest NEW,https://www.ebay.com/itm/Digital-Research-PS-2-Programmable-Keyboard-20-Hotkeys-DRKEY124-w-Palmrest-NEW/231861547904?epid=74119020&hash=item35fc067380:g:WVEAAOSwB4NW1LHc,24.95,,0,0,10.25,0,0,0,0,0,0,0,0,0
2888,,HP PS/2 KEYBOARD BLACK/SILVER 434820-001 WIRED KB-0316 NEW BTG,https://www.ebay.com/itm/HP-PS-2-KEYBOARD-BLACK-SILVER-434820-001-WIRED-KB-0316-NEW-BTG/232556081562?hash=item36256c319a:g:5O8AAOSwevdaBIq6,11.99,,0,0,16.9,0,0,0,0,0,0,0,0,0
2889,3034152641,Eureka Ergonomic® Height & Angle Adjustable Under Desk Black Keyboard Tray,https://www.ebay.com/itm/Eureka-Ergonomic-Height-Angle-Adjustable-Under-Desk-Black-Keyboard-Tray/333318267085?epid=3034152641&hash=item4d9b5120cd:g:I4kAAOSwWdNdcAD5,99.99,5,0,25,0,1,0,0,0,0,0,22,21,22
2890,,"Mini Wireless 7"" Keyboard W/Touchpad For Android Windows Tablet",https://www.ebay.com/itm/Mini-Wireless-7-Keyboard-W-Touchpad-For-Android-Windows-Tablet/164112542084?hash=item2635dea984:g:ljkAAOSwiFhevODb,11.89,,0,0,0.99,0,0,0,0,0,0,21,20,21
2891,2254408065,New Genuine HP Elitebook 8570p Keyboard 701986-001,https://www.ebay.com/itm/New-Genuine-HP-Elitebook-8570p-Keyboard-701986-001/381042706993?epid=2254408065&hash=item58b7ea4a31:g:k1UAAOSw1XdUWQ4l,19.95,,0,0,10,1,0,0,0,0,0,132,132,132
2894,74113638,Genovation Micropad 631 Wired Keyboard,https://www.ebay.com/itm/Genovation-Micropad-631-Wired-Keyboard/114193784842?epid=74113638&hash=item1a967ae00a:g:fiIAAOSwj0NeniXF,48,,0,0,16.93,0,1,0,0,0,0,0,0,0
2895,,Portable Folding Slim Wireless Bluetooth Keyboard for Android / iOS / Windows,https://www.ebay.com/itm/Portable-Folding-Slim-Wireless-Bluetooth-Keyboard-for-Android-iOS-Windows/254195820801?hash=item3b2f406901:g:OYEAAOSwI1lcrrWF,30.5,,0,0,0,0,0,0,0,0,0,10,9,10
2896,25031746408,ASUS TUF Gaming K7 Optical-mech Gaming Keyboard with Linear switch,https://www.ebay.com/itm/ASUS-TUF-Gaming-K7-Optical-mech-Gaming-Keyboard-with-Linear-switch/153920080767?epid=25031746408&hash=item23d65a0b7f:g:5vUAAOSw3rlesXTf,125.99,,0,0,0,1,0,0,0,0,0,1,1,1
2897,7006439171,Keyboard & Mouse,https://www.ebay.com/itm/Keyboard-Mouse/133306128044?epid=7006439171&hash=item1f09aa16ac:g:eAYAAOSwn0RfBR1J,21.69,,0,0,0,0,0,0,0,0,0,1,1,1
2898,,LOGITECH Classic White Desktop Keyboard 100 ,https://www.ebay.com/itm/LOGITECH-Classic-White-Desktop-Keyboard-100/153464222210?hash=item23bb2e3202:g:6NgAAOSwcyVcwg4f,28,,0,0,110.95,0,0,0,0,0,0,0,0,0
2899,,"Monoprice MP Smart Wireless Keyboard for 10.5in iPad Pro, MFi Certified",https://www.ebay.com/itm/Monoprice-MP-Smart-Wireless-Keyboard-for-10-5in-iPad-Pro-MFi-Certified/233609194905?hash=item3664316d99:g:MoUAAOSwDh1e~CFj,76.75,,0,0,0,1,0,0,0,0,0,0,0,0
2900,,Stellar Labs Computer+Plus Wireless Keyboard with Touch Pad,https://www.ebay.com/itm/Stellar-Labs-Computer-Plus-Wireless-Keyboard-with-Touch-Pad/153288928185?hash=item23b0bb6bb9:g:ScsAAOSw87JcBZX7,30,,0,0,14.9,0,0,1,0,0,0,0,0,0
2901,177243202,Macally Full Size USB Wired Keyboard (MKEYE) for Mac and PC (White) w/ ,https://www.ebay.com/itm/Macally-Full-Size-USB-Wired-Keyboard-MKEYE-for-Mac-and-PC-White-w/293636985202?epid=177243202&_trkparms=ispr%3D1&hash=item445e20d172:g:JXYAAOxyyq5TOKK7&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickkvjzWOStkxwnlDuxSI1PVVt%2FxWU0EaGnrdWs1UVFk6K9pUuoQFTeUExr12xy7Dhezas0wkYTLZpyhmW5CnsCrCHRYOBwVQc729L2prp%2Br2V7cBQ4PFtJ5GwmqaxZtpAviMEEx3XpIIMtvNfUINWT2VOQExovdgfoG3xkl7F9DcZAP%2BKsonoKfBO1dtDdwxNJwodXvH40IgCvpeZHy36S0vXQDVG1nUNDeQSV3Ix3bxfOjx%2BbUVNZOgKxMRmAKwL0fmBjvQd5a%2FqokUDNzGMnPRz5Ya2qb49b7pt0y%2BgS8kriobDnL13tNCeMPC5QBFeNeAdMvaIUyU25%2BjClgmlEoYCSui5A%2B5W5VBkQTOb%2FuAbUGefwoI8jU7Aw1Svo5FooGCqvXXgBggJy7uODHwM%2BuMlika6ORhWrA9%2BYezX4jHxqTag%2Bri6njfvXxolozU1lwfEKW3KLpEnWdkb6%2B67%2FRB3ERNB%2FQc%2F0OX1f%2BidC8y5cM7zEy19GV5R2Mm8D3RF94t9A2aUALpnIpvcTQFO77D6nnt46G4eTHXAsQBNvypitR7jQLkXp99QrKZqx0%2FqOrzjI%2BSF4LLNNOtj0GtCueHff1ddBGvWFLQ8HWM9ElCBvYYVjxBRGL5YH0unnNxDjb2UDTTuCWVq3Qgbdt3L2JAkJgpMCt%2Fz2NETFsfhZtZxVDtVzhpb%2BdY9%2FRIu8pGIOyhQf%2FmjUNNgeaMZ%2B5MOt8kwWo5fTmG%2B2kNJ6spjOsrZQyS%2F3vXvwvomK4Hb8t%2Bon7&checksum=2936369852023d814a6fa8ab4c21a65ad764408e10f4,27.33,4.5,119,0,0,0,0,0,0,0,0,1,0,1
2902,1141837799,Waterproof Silicone Keyboard Foldable Flexible USB Dustproof DirtProof Full Size,https://www.ebay.com/itm/Waterproof-Silicone-Keyboard-Foldable-Flexible-USB-Dustproof-DirtProof-Full-Size/233154413492?epid=1141837799&_trkparms=ispr%3D1&hash=item36491603b4:g:N3AAAOSwXCVcfHvL&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickkai8xCwosGKpC0NWj85e%2FB6F9RBNWLEI4KFirLL0uB6lrL3i3W1vMMpHCsxrx12ASUMmpuA5NWGZXdAFBpk1Z7X7USb5%2FwHFDeDW8aCKW2qA6Sh4UsKlSNwpNvPT4%2BkKJ3ycGJ8rJe7012do%2FkUdT5pesTKGB8dpS1eEg%2BEbF4wHbjWT1EYcFmfWfEov3M3kFIK7kyaCi8jyfUrsavZXYDOM8zMkxJC4RjC7aFYVYnN0MMEIQbpf4N6aSdruF3DmBLyQqJWAsot3KcSnB4cl%2F9DuCurSB%2Bia%2BxwWGUnDQHyKAmmZXJRALtr5XdN1jSHm2KhND8XsQ1hcdroBdLLpUp4bZUETV%2Bcs7D2erznGGKTTg9NdftIBEjZpQthD%2F%2FweAR1uV%2FVWwc6xN0Lji0GXx8Swq06xEaMcyNGlOSw7FrwB9KsO5yTyt9bCjdt%2FTMWUUp%2BP5Rr4IPQtfrSShpQtSa5PXvU0f8NOyxZKX1vvc1WF3jO2J%2FwhV0jaEuw3T55ctAyx81H3OEj2wBbAPJHh6C4hmcUpQJZByx8upN8qAacy%2B2wpDM5zo8iuo0q01rSF3PxB%2B9dP6bTM5l3fzGMUYU8f2i9U7LgrZlQ9iBWv957zN5lQaDnb%2FoF58zAmK96wt3hyPouMH%2BXUV%2BUf1RHUZIsAwDln8Lxg7%2Fr%2Fm%2Fv0Qnfu72xFYYYJldsgnTbbTseDEwn7qO8bnvBaOsLgz5A3aAfkXKpOtz5sfX1bHNtY3L5QWVZ6njz25okgif6fTWi2a&checksum=2331544134923d814a6fa8ab4c21a65ad764408e10f4,12.99,,0,0,0,1,0,0,0,0,0,33,33,33
2903,,Logitech MK540 USB Wireless Keyboard Laser Mouse Bundle - Black - 920-008671,https://www.ebay.com/itm/Logitech-MK540-USB-Wireless-Keyboard-Laser-Mouse-Bundle-Black-920-008671/372469956835?_trkparms=ispr%3D1&hash=item56b8f080e3:g:M0MAAOSw3mNbwvVP&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickk8ihYa55VeJusc0Ydu6jngxAFvploZTNLFDXGhMhpouTSCBT%2FOGxX2G8KS0IZvE4WsFkso8xmrx7j7wJ5CDSYv4Ag8tpIyD982tVzfmfD8J%2FqcYUKNHgQ7jNc8mGHj8oWdJhhpI8rSUFrVYVDC30TQIhFvmK7jyGE2WfHeEcffPhP%2BlJ7GX%2B20wWwyTX1jf9N1PKNjTRgKg84Zx950mEEdoG60JWAIGq3KaBY%2Fpwx2kxnIuS1EY%2B%2BsT6ru%2FXaYwLzGsKYO5wr1yRYXpwSo%2BOqjaa1eTpi%2F8sWqhhgeInT8xjjIbiI44PTFiJQ4PKgwhqgV%2FQf8IXOLG0erlMKH48fCv0jX8xqYgQ%2FUJKcwZ5bWTB77Iux1GZr1hAoZFJfeoJmGNz3D3yg2x7mHgFbEidYN7Ra1qrTLxl3teKVLKk1Dq%2B9oRv0LVYJZIrlsVoNLpQk5o9sdFK%2FL5a8U3iHgHOsGRJpazZmH1W9h5sTU8aE4OVVjpZUyeRtGMgboOXGA1NU%2B637JoJyMFhHJPIpAmUG3i7v31QjwlH9uX%2FO8mE%2FZUetqclkbC1WIjibUFdrzkx0Nw9%2BXUvkxQcSVN%2B29ydl6KrLAlS3PFcMh%2FmDBdATl24mFjx2%2FQukDXne6eWh69BhBsKuWEnoGmEEHrGXsHpu%2ByiRbvjjJXhxTuzAwsqWd0Lecta%2FIVJyVVmdUtOi4Y68dlIbvLLIfn0CpqvcA04isu34EJd9vOIjowSb6SIkE9FtCx5g6g18umYPrIGBJd6I&checksum=3724699568352934c5e5bf2848f7adaa14cc5a41f8cc,33.95,,0,0,0,1,0,0,1,0,0,449,445,449
2904,,Backlit Touchpad Keyboard Air Mouse Keypad Remote for Android Smart TV Media Box,https://www.ebay.com/itm/Backlit-Touchpad-Keyboard-Air-Mouse-Keypad-Remote-for-Android-Smart-TV-Media-Box/163924550549?_trkparms=ispr%3D1&hash=item262aaa2395:g:llQAAOSwSw5duc4-&enc=AQAFAAACYBaobrjLl8XobRIiIML1V4Imu%2Fn%2BzU5L90Z278x5ickkfOCvCjTOBWK8pwriaolq5pviEVtqyHp6UmS%2BazN5ox3e0cHTDAJaiSA%2FbC2485EcxKOAYiWKhUIZM63VclRdJZRJ0aOgyQWd%2B85oExsWYvwdDM8Ki%2BgbotuV90Cuu8H9HXDwRTYMQUjOWkcqJRvA%2Bua9tsVqADG6DptogU4P%2BQ0gfJWk%2BjeQlhbaMpaghPsmossKjCv%2F7DU0EjgTWLH07UOhh76m5RMt%2B0g0xrGld3inwjVfMcxIN1xxsQub6D81Tfgxk0Cj7AYzeRABJkAIJAdlrgcuxf5hOL03fQYh3c%2BQz9Vudgbr5vgEinLL34Fmf4HBccJ%2BIDZQrm35upfjOINUIjKeVvAHlm9IDfQu2%2FHJg1D0vMdIqCiGhGXumAJA%2F%2FYN3hdMV89o%2F8KRJycbrITyEFo9k9Jt768oIA3ZEl4VbGNxKmqmGTaiul0Oftzo3iJDGfDx3hm89kPPT2x1dIhMLnVGahFxrJZqCo7kAuF1377JiXsfQwX5UqmkSQ1FvkucQop33rwWwORLHCMLi%2FhQRSF1tKgcDafIIKe7juvDPOA0fhi31Cw5LRqk6%2Fl0RA1jIp%2F2T3tPA%2FnDerAYPCmoE1cHaO%2BZsOkCjcoLFzk52%2Fnd54BK1fsXKaGSp6LzaUF9c1ppViA%2FJpBsVBvzaRNc8XccL0zfv5Mazk9UoUGS0N49Vmfsy69vHy%2B659IjXTrOEMpBGwXa6Atbgzpcu5EvdanIh3aRgfawV%2BHLg2%2BhSla44sYej6FCdVlzb%2BHL&checksum=1639245505492934c5e5bf2848f7adaa14cc5a41f8cc,24.25,,0,0,0,1,0,0,0,0,0,74,71,74
